ID,song,song_popularity,artist,album,album_cover,artist_popularity,genre
,Trying To Get Ahead,33,Juke Boy Bonner,The Sonet Blues Story,https://i.scdn.co/image/ab67616d0000b2736fccd023f9c32579ae5ec366,29,blues
,Everything's Gonna Be All Right,33,Carey Bell,Heartaches And Pain,https://i.scdn.co/image/ab67616d0000b273748416b30b0dbf3a0ddb0b8d,29,blues
,Devil's Gonna Git You,33,Bessie Smith,"The Complete Recordings, Vol. 4",https://i.scdn.co/image/ab67616d0000b27325783449f024353ef93d3fd6,38,blues
,Gotta Move On,33,Eddy Clearwater,West Side Strut,https://i.scdn.co/image/ab67616d0000b27329cb6a9ae405754d7eead722,26,blues
,I Feel so Good,33,Lurrie Bell,Blues in My Soul,https://i.scdn.co/image/ab67616d0000b273306d1f2aff4abfc96c076670,27,blues
,Moon Blues,33,Otis Spann,Sweet Giant of the Blues,https://i.scdn.co/image/ab67616d0000b2734946e44113fd2edcb2028d8c,33,blues
,My Love Can't Hide,33,Johnny Shines,Johnny Shines,https://i.scdn.co/image/ab67616d0000b273889fb52a29fc24d2078248f3,28,blues
,My Guitar and Me,33,Hubert Sumlin,My Guitar and Me (Blues Reference),https://i.scdn.co/image/ab67616d0000b27333a41d6197646e2c96edeaa2,38,blues
,Some Day Baby,33,Lonnie Johnson,Lonnie Johnson Vol. 3 (1944-1947),https://i.scdn.co/image/ab67616d0000b2737d299ed48a660a680b3dfde0,29,blues
,As Long as I'm Moving,33,Ruth Brown,Ruth Brown,https://i.scdn.co/image/ab67616d0000b2738f5281f66452016858aef137,42,blues
,Dust My Broom,33,Etta James,Blues To The Bone,https://i.scdn.co/image/ab67616d0000b273a9868ff8f75ccef1bde65de7,65,blues
,Blues With A Feeling,33,Little Walter,The Essential Little Walter,https://i.scdn.co/image/ab67616d0000b27320f3de1822791b066e563a2d,46,blues
,Rock Me Baby,33,B.B. King,Blues Kingpins,https://i.scdn.co/image/ab67616d0000b273283f84e40b8fddf70da95734,61,blues
,Key To The Highway,33,Little Walter,Hate To See You Go,https://i.scdn.co/image/ab67616d0000b27337695feda450860c49a0321d,46,blues
,The Little Red Rooster,33,Willie Dixon,I Am The Blues,https://i.scdn.co/image/ab67616d0000b273ee1d2e1087cbec4afcb8a4a0,42,blues
,Virginia Soil,33,Fantastic Negrito,White Jesus Black Problems,https://i.scdn.co/image/ab67616d0000b27383036b4769901df23a8f32bc,46,blues
,Keep Your Light on Mama,33,Blues Traveler,Traveler's Blues,https://i.scdn.co/image/ab67616d0000b2730490c566954eed36c577ab96,57,blues
,Get Down,33,Cedric Burnside,I Be Trying,https://i.scdn.co/image/ab67616d0000b273181c0999d0e1ed5038347b5c,38,blues
,Hangover Blues,33,Amythyst Kiah,Hangover Blues,https://i.scdn.co/image/ab67616d0000b273e525281a04f1f7e64edcafe8,44,blues
,I'm Feeling Alright,33,Big Mama Thornton,Big Mama Thornton with the Muddy Waters Blues Band - 1966,https://i.scdn.co/image/ab67616d0000b27361dcdd0be010f9adca5c3072,44,blues
,Goin' Down Slow,33,Bo Diddley,"The Super, Super Blues Band",https://i.scdn.co/image/ab67616d0000b2738db072dbed551ba562663706,47,blues
,You Shook Me,33,John Lee Hooker,King Of The Boogie,https://i.scdn.co/image/ab67616d0000b27309b6676306a43a3366e27220,57,blues
,Just Your Fool,33,Little Walter,The Essential Little Walter,https://i.scdn.co/image/ab67616d0000b27320f3de1822791b066e563a2d,46,blues
,All Your Love - Mono,33,John Mayall & The Bluesbreakers,Bluesbreakers,https://i.scdn.co/image/ab67616d0000b273c40ff56a16cebb8f30af1f66,48,blues
,Khachaturian: Spartacus (Highlights from the Ballet): Adagio of Spartacus and Phrygia,33,Aram Khachaturian,Rimsky-Korsakov: Scheherazade . Borodin: Polovtsian Dances,https://i.scdn.co/image/ab67616d0000b2736767a0248da6ccc31eef0d6f,50,classical
,Quatuor pour la fin du Temps: V. Louange à l'Éternité de Jésus,33,Olivier Messiaen,Messiaen: Chamber Works,https://i.scdn.co/image/ab67616d0000b273ced843646bf37548c87dfc17,33,classical
,Exaudiat te Dominus (Psalm 19): Domine salvum,33,Jean-Baptiste Lully,"Lully: Grand Motets, Vol. 3",https://i.scdn.co/image/ab67616d0000b2737518876e19e727a019772020,44,classical
,Pride and Prejudice Suite: III. Elizabeth and Mr. Darcy,33,Carl Davis,Heroines in Music,https://i.scdn.co/image/ab67616d0000b273a178f9869a7d0c27f082aebd,40,classical
,Obsecro Te,33,Josquin des Prez,Secret History,https://i.scdn.co/image/ab67616d0000b27323786a34148a772d12541e37,34,classical
,Symphony No. 3: Passacaglia - Allegro moderato,33,Krzysztof Penderecki,Penderecki: Symphony No. 3 / Threnody,https://i.scdn.co/image/ab67616d0000b2735ca8c1e87d4722ac527d3874,39,classical
,Andrea Chénier / Act 4: Vicino a te,33,Umberto Giordano,Giordano: Andrea Chénier,https://i.scdn.co/image/ab67616d0000b273e7f2186e2f7658aa689aded9,35,classical
,The Last Waltz,33,Toru Takemitsu,Takemitsu: Complete Music for Solo Guitar,https://i.scdn.co/image/ab67616d0000b273f2f279862a0aee96ec7954f9,29,classical
,"Berlioz: Symphonie fantastique, H. 48: II. Un bal. Valse. Allegro non troppo",33,Hector Berlioz,"Berlioz: Symphonie fantastique, H.48, Op. 14",https://i.scdn.co/image/ab67616d0000b2739764e0bd23acd71560f36671,39,classical
,"Piano Quartet No. 1 in G Minor, Op. 25 (Orch. A. Schoenberg): II. Intermezzo",33,Arnold Schoenberg,"Brahms: Piano Quartet No. 1 in G Minor, Op. 25 (Orch. A. Schoenberg) - Schoenberg: Accompaniment to a Cinematographic Scene, Op. 34",https://i.scdn.co/image/ab67616d0000b273e1a707c3763dde3695acd4a4,44,classical
,"Villa-Lobos: Bachianas Brasileiras No. 5, W391: Ária. Cantilena (Version for Voice and Guitar)",33,Heitor Villa-Lobos,Rio-Paris,https://i.scdn.co/image/ab67616d0000b27373bf8d3e0318fd13c14599af,41,classical
,Masquerade - Ballet Suite: 1. Waltz,33,Aram Khachaturian,Khachaturian: Spartacus/Gayaneh/Masquerade,https://i.scdn.co/image/ab67616d0000b27380f77189764256e8b09ac11d,50,classical
,"Piano Concerto No. 1 in C Major, Op. 11, J. 98: II. Adagio",33,Carl Maria von Weber,Weber: Piano Concertos Nos. 1 and 2 / Polacca Brillante,https://i.scdn.co/image/ab67616d0000b273b942399269a03f181fcfefce,44,classical
,"Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre""",33,Charles Gounod,Gounod,https://i.scdn.co/image/ab67616d0000b2732c000e60b7d324b83a9e444a,48,classical
,"La Gioconda, Op. 9: Cielo e mar!",33,Amilcare Ponchielli,"Ponchielli: La Gioconda, Op. 9: Cielo e mar!",https://i.scdn.co/image/ab67616d0000b2730e002f1b6bc4dcbf53fd9ec4,44,classical
,Allegretto,33,Shinichi Suzuki,"Takako Nishizaki Plays Suzuki Evergreens, Vol. 1",https://i.scdn.co/image/ab67616d0000b273db75c97973e3cdb6d8c3140e,39,classical
,"O Come, Little Children (arr. for violin and piano)",33,Traditional,"Takako Nishizaki Plays Suzuki Evergreens, Vol. 1",https://i.scdn.co/image/ab67616d0000b273db75c97973e3cdb6d8c3140e,58,classical
,Fanfare for the Common Man,33,Aaron Copland,"Copland Conducts Copland - Expanded Edition (Fanfare for the Common Man, Appalachian Spring, Old American Songs (Complete), Rodeo: Four Dance Episodes)",https://i.scdn.co/image/ab67616d0000b273599bd0a048ee2449722c3591,46,classical
,"Tchaikovsky: Symphony No. 4 in F Minor, Op. 36: IV. Finale (Allegro con fuoco)",33,Pyotr Ilyich Tchaikovsky,Tchaikovsky: Symphony No. 4,https://i.scdn.co/image/ab67616d0000b273d03df625b561661249574f57,66,classical
,"Douze préludes, Op. 36: No. 10, Sur une tombe",33,Louis Vierne,"Douze préludes, Op. 36: No. 10, Sur une tombe",https://i.scdn.co/image/ab67616d0000b273fa9be158d9513cda0b0dff52,24,classical
,Rodeo: 4 Dance Episodes: No. 4. Hoe-Down,33,Aaron Copland,Copland: Prairie Journal / The Red Pony Suite / Letter From Home,https://i.scdn.co/image/ab67616d0000b273f9cf234abe46ee8207361352,46,classical
,"Trio Sonata for 2 Violins and Continuo in G Minor, HWV 393 ""Dresden"" No. 2: III. Largo (Arr. for Oboe, Violin, Harpsichord and Orchestra by Andreas Tarkmann)",33,George Frideric Handel,Handel - Atmosphere,https://i.scdn.co/image/ab67616d0000b2733e44b937941bfc2d4029c3b3,63,classical
,Violin Sonata No. 2 in D Major: I. Presto,33,Élisabeth Jacquet de La Guerre,Elisabeth Jacquet de la Guerre: Sonates pour le violon et basse continue,https://i.scdn.co/image/ab67616d0000b273eb6dea4c4f342f104b6f614f,24,classical
,"Annees de pelerinage, 1st year, Switzerland, S160/R10: No. 9. Les cloches de Geneve (The Bells of Geneva)",33,Franz Liszt,Liszt: Annees de pelerinage I / Piano Sonata in B minor,https://i.scdn.co/image/ab67616d0000b2733b6741e6f04862e30991e230,60,classical
,"Symphony No. 3 in F Major, Op. 153, ""Im Walde"": II. Abteilung: In der Dammerung. Traumerei: Largo",33,Joachim Raff,"Raff, J.: Symphony No. 3 / Italienische Suite",https://i.scdn.co/image/ab67616d0000b273679590a269a487ab8d135d0f,20,classical
,"Piano Quintet in A Minor, Op. 14: II. Andante sostenuto",33,Camille Saint-Saëns,"Saint-Saëns: Piano Quartet, Barcarolle & Piano Quintet",https://i.scdn.co/image/ab67616d0000b273c672fdc71799c8ac7e46651a,63,classical
,"Beau soir, L. 6 (Arranged for Violin and Piano by Jascha Heifetz)",33,Claude Debussy,Voice of the Violin,https://i.scdn.co/image/ab67616d0000b27378e646d45fd3aa40a0da27c0,68,classical
,"The Nutcracker, Op. 71, TH.14 / Act 1: No. 2 March",33,Pyotr Ilyich Tchaikovsky,Tchaikovsky: The Nutcracker,https://i.scdn.co/image/ab67616d0000b2737948ea30f39ad0a53f947751,66,classical
,"Midsummer Night's Dream, Incidental Music, Op. 61, MWV M 13: No. 9 Wedding March",33,Felix Mendelssohn,Mendelssohn: A Midsummer Night's Dream,https://i.scdn.co/image/ab67616d0000b27373160981058baf442d61dced,58,classical
,"Papillons, Op. 2: No. 11",33,Robert Schumann,Nelson Freire: Schumann Recital,https://i.scdn.co/image/ab67616d0000b273ac3b3a6ebb92942b39d08dfd,62,classical
,Faith,33,Art Blakey,'S Make It,https://i.scdn.co/image/ab67616d0000b273339f47b59a8b9c2dc45e42f0,40,jazz
,You Go to My Head - 2007 Remastered Version,33,Art Pepper,Besame Mucho,https://i.scdn.co/image/ab67616d0000b2739450a356b465e20824ddf48a,45,jazz
,You'd Be So Nice To Come Home To - Rudy Van Gelder Edition; 2007 Digital Remaster,33,Paul Chambers,Bass On Top (2007 Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b2738b079fcd0a1a963f4973182f,52,jazz
,Stolen Moments - 2001 Remaster / 24 Bit Mastering,33,Booker Ervin,Structurally Sound,https://i.scdn.co/image/ab67616d0000b27329d5aefd7a5543606fe8a8b3,27,jazz
,Broad Way Blues,33,Ornette Coleman,New York Is Now,https://i.scdn.co/image/ab67616d0000b2735b9fd7bef465ec47d78a73fc,33,jazz
,I'll Write A Song For You,33,Christian McBride,A Family Affair,https://i.scdn.co/image/ab67616d0000b2732c7effd57a86ce6289980d65,40,jazz
,A Nightingale Sang in Berkeley Square,33,Cedar Walton,Seasoned Wood,https://i.scdn.co/image/ab67616d0000b2731a0684b673ca9252696e3878,30,jazz
,Passion Flower - Instrumental,33,Kenny Barron,Wanton Spirit With Charlie Haden And Roy Haynes,https://i.scdn.co/image/ab67616d0000b2730ac43f97d188452f4b35330f,36,jazz
,Vi Gnin,33,Lionel Loueke,The Journey,https://i.scdn.co/image/ab67616d0000b273f0328dc44d91159c36650a23,33,jazz
,How Insensitive,33,Pat Martino,Footprints,https://i.scdn.co/image/ab67616d0000b273945ba9792eccc77dbf346d01,38,jazz
,The Sphinx,33,Ornette Coleman,Something Else!!!!: The Music Of Ornette Coleman (Original Jazz Classics Remasters),https://i.scdn.co/image/ab67616d0000b273afa69dc1fff83cb0b009aeee,33,jazz
,Little Girl Blue - Rudy Van Gelder Edition/2006 Digital Remaster,33,Thad Jones,Detroit-New York Junction,https://i.scdn.co/image/ab67616d0000b273f2960bff4133a45aecff37f3,36,jazz
,Warm-Up / Dialogue Between Lee Morgan And Rudy Van Gelder - Remastered,33,Lee Morgan,Moanin' (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273c653150f8ed1f6a12348ba79,45,jazz
,Something I Dreamed Last Night,33,Miles Davis Quintet,Steamin' [Rudy Van Gelder edition],https://i.scdn.co/image/ab67616d0000b273528f5d5bc76597cd876e3cb2,48,jazz
,Indian Summer,33,Coleman Hawkins,Wrapped Tight,https://i.scdn.co/image/ab67616d0000b273ca38b19edc8308d41a232462,49,jazz
,It's Easy To Remember,33,John Coltrane Quartet,Ballads,https://i.scdn.co/image/ab67616d0000b273f77fcda504e98ae5e826ee3d,47,jazz
,Black Coffee,33,Duke Pearson,Profile,https://i.scdn.co/image/ab67616d0000b2737e45497cb25bc1ef83fea8e6,31,jazz
,I Don't Stand A Ghost Of A Chance With You,33,Clifford Brown,Brown And Roach Incorporated,https://i.scdn.co/image/ab67616d0000b273889a6f7c981fea2ecdf9c59e,48,jazz
,You Know I Care - Rudy Van Gelder Edition / 2004 Digital Remaster,33,Joe Henderson,Inner Urge (The Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b273d313bc014f950ec4133f0c98,43,jazz
,Stairway To The Stars - Rudy Van Gelder Edition / 2003 Remaster,33,Dexter Gordon,Our Man In Paris (Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b2737bbd4c4827f1e56bcf7613ab,47,jazz
,I Can't Get Started - Instrumental,33,Cannonball Adderley,Nancy Wilson/Cannonball Adderley,https://i.scdn.co/image/ab67616d0000b273d006fb572089571f1f6c6a14,56,jazz
,You Go To My Head,33,Louis Armstrong,Louis Armstrong Meets Oscar Peterson (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273f7a8ca334bcb8fb831958ed1,68,jazz
,Bring It On,33,Organized Konfusion,The Substitute Soundtrack,https://i.scdn.co/image/ab67616d0000b2732aca651cbecb67ea71f71c42,34,hiphop
,Spontaneous - 13 MC's Deep,33,Leaders of the New School,T.I.M.E.,https://i.scdn.co/image/ab67616d0000b273ec8d442b703f90eaf0b3f15b,27,hiphop
,Inner City Boundaries,33,Freestyle Fellowship,Innercity Griots,https://i.scdn.co/image/ab67616d0000b27392f5816e0211e79459316c14,29,hiphop
,What's Next,33,Leaders of the New School,T.I.M.E.,https://i.scdn.co/image/ab67616d0000b273ec8d442b703f90eaf0b3f15b,27,hiphop
,Raw Shit,33,Jaylib,Champion Sound,https://i.scdn.co/image/ab67616d0000b273967aa4dc16ce84800b14a47f,33,hiphop
,Hot Potato,33,Freestyle Fellowship,Innercity Griots,https://i.scdn.co/image/ab67616d0000b27392f5816e0211e79459316c14,29,hiphop
,Royals,33,Lorde,Pure Heroine,https://i.scdn.co/image/ab67616d0000b273e19c63f62581ab73a6589382,76,pop
,Team,33,Lorde,Pure Heroine,https://i.scdn.co/image/ab67616d0000b273e19c63f62581ab73a6589382,76,pop
,Love and Unity,33,Michael Prophet,Gunman,https://i.scdn.co/image/ab67616d0000b273cdc543f8d50026ebb4eae2d8,28,reggae
,Raindrops,33,The Silvertones,Essential Ska Masters,https://i.scdn.co/image/ab67616d0000b2731b472aa8f7dfceac7babf466,26,reggae
,Dub Stew,33,Wackies,Jamaica Super Dub Session,https://i.scdn.co/image/ab67616d0000b27369117e90e097a5ef15ca4330,26,reggae
,Chapter Three,33,Joe Gibbs & The Professionals,African Dub All-Mighty Chapter 3,https://i.scdn.co/image/ab67616d0000b273d9b9b1ac820bddfc81337f2f,28,reggae
,Jah Jah Is the Conqueror,33,Linval Thompson,Don't Cut Off Your Dreadlocks,https://i.scdn.co/image/ab67616d0000b273f3dc9ebf1c376bfb2c841ea7,34,reggae
,Sky Larking,33,Horace Andy,Feel Good All Over: Anthology 1970-1976,https://i.scdn.co/image/ab67616d0000b273756f699b62558866a52d5a9a,44,reggae
,Tribal War,33,Black Roots,In Session,https://i.scdn.co/image/ab67616d0000b2739f96d3a2e5be02a1cd435f6e,31,reggae
,Saturday Night Style - Dub / Instrumental Reggae Music,33,Mikey Dread,African Anthem Deluxe: The Mikey Dread Show Dubwise,https://i.scdn.co/image/ab67616d0000b2730c5fec0934c9fe1bdbcac35c,36,reggae
,Stop You Coming and Come - Jam in the Van Live Session,33,Steel Pulse,Steel Pulse (Live at Reggae On The Mountain 2019),https://i.scdn.co/image/ab67616d0000b2738625914e8061d6c728f4c742,55,reggae
,Chosen People,33,Capleton,"Set up Shop, Vol. 4",https://i.scdn.co/image/ab67616d0000b273bb1a744257a0f6e9209caf63,56,reggae
,Power,33,Matthew Bento,Power,https://i.scdn.co/image/ab67616d0000b273b04794c19127b157f4f38350,32,reggae
,Nous sommes,33,Big Red,Nous sommes,https://i.scdn.co/image/ab67616d0000b273a2e4f89fdc6f900f790651a5,35,reggae
,Everytime It Rains,33,Da'ville,Everytime It Rains,https://i.scdn.co/image/ab67616d0000b2731d9bdec2398828dac494f28d,36,reggae
,Tranquiliboy,33,La Merfi,Tranquiliboy,https://i.scdn.co/image/ab67616d0000b2739c67531b1be8ce42840769e0,16,reggae
,Llena Mi Vida,33,Bamboo,Llena Mi Vida,https://i.scdn.co/image/ab67616d0000b2737b7aab536358f18c8d0489f9,22,reggae
,Me Late,33,Los Pericos,Coleccion Suprema,https://i.scdn.co/image/ab67616d0000b273fc51a0d36e297cc0d50134ed,63,reggae
,No Me Dejes De Querer,33,Isza,No Me Dejes de Querer,https://i.scdn.co/image/ab67616d0000b273c89f9d006bbb0c995edb9b59,19,reggae
,La Pipa,33,El Natty Combo,Sergio Colombo Presenta el Natty Combo,https://i.scdn.co/image/ab67616d0000b27330b4e828607f244a603083a4,35,reggae
,Lo Que Dicta El Tiempo,33,Leonchalon,Amor De Barrio,https://i.scdn.co/image/ab67616d0000b273dbc8715c998d872deaf132e1,29,reggae
,Sonido Fresco,33,Sondelvalle,Ritmo Elemental,https://i.scdn.co/image/ab67616d0000b27393118025aeb5f45a5bcceba2,34,reggae
,Si vas a dejarme...,33,Mensajeros Reggae,Así,https://i.scdn.co/image/ab67616d0000b273b56265beece5da34cbf0e16b,27,reggae
,Culpable O No,33,Quique Neira,Cover Me,https://i.scdn.co/image/ab67616d0000b2737a5e41d9aecbfceea24e77e9,47,reggae
,Más Libre,33,Gaspar OM,Alta Lucha,https://i.scdn.co/image/ab67616d0000b273bb6491d2a2a0bc4058d053ce,25,reggae
,Naufrago,33,Mensajeros Reggae,Así,https://i.scdn.co/image/ab67616d0000b273b56265beece5da34cbf0e16b,27,reggae
,Como la Flor,33,Quique Neira,Como la Flor,https://i.scdn.co/image/ab67616d0000b273a9546731856d9a5fc8057475,47,reggae
,Never Give Your Heart Away,33,Carlton & The Shoes,Love Me Forever,https://i.scdn.co/image/ab67616d0000b27368fcbbf7cc392b784a1a90b0,31,reggae
,Poco Tempo (aka Pocco Tempo),33,Pablove Black and The New Establishment,Natural High: The Bongo Man Collection,https://i.scdn.co/image/ab67616d0000b273fd3b753784cd13ecdc5e6b79,16,reggae
,Addis Ababa,33,The Skatalites,Foundation Ska,https://i.scdn.co/image/ab67616d0000b273c5506ebe7d5faf479e8fba4c,46,reggae
,Mad World,33,Hugh Godfrey,This Girl Loves Reggae,https://i.scdn.co/image/ab67616d0000b273c5b8b4c9c8067bdcb3fd3677,19,reggae
,Where's Garvey,33,The Bongo Man,Reggae For House Parties,https://i.scdn.co/image/ab67616d0000b2733be4ff45a5528994b1e09d58,19,reggae
,Okay,33,Nicky Romero,Nicky Romero JAPAN COLLECTION 2021,https://i.scdn.co/image/ab67616d0000b2737dd8c56fe0c5c6a5050c0df0,64,electronic
,Rhythm System,33,Tuff London,Rhythm System,https://i.scdn.co/image/ab67616d0000b273e675889aed73d10c015e5000,29,electronic
,All Night,33,NVOY,All Night,https://i.scdn.co/image/ab67616d0000b273a0757567e1117b75647a91ea,29,electronic
,Promesses (feat. Kaleem Taylor),33,Tchami,Promesses (feat. Kaleem Taylor),https://i.scdn.co/image/ab67616d0000b273154f5258cfcaf83855640740,61,electronic
,My People,33,The Presets,Apocalypso,https://i.scdn.co/image/ab67616d0000b273105e6f3568f846d90c2f9890,49,electronic
,1517,33,The Whitest Boy Alive,Rules,https://i.scdn.co/image/ab67616d0000b273d67e295c2e2be4e4edeccfce,51,electronic
,Contain (In Key),33,Richie Hawtin,Consumed In Key,https://i.scdn.co/image/ab67616d0000b27359bbcffd56cb4e04e52f56a3,37,electronic
,Disco Rout - Younger Rebinds Remix 2,33,Legowelt,Disco Rout Remixes,https://i.scdn.co/image/ab67616d0000b27387caaf2cf58697f6163dc47b,29,electronic
,U Can Dance,33,DJ Hell,Teufelswerk,https://i.scdn.co/image/ab67616d0000b27300d42bb177b474cc6ac3b8ab,30,electronic
,BX 3 - Original Mix,33,Len Faki,Berghain 03 - Part II,https://i.scdn.co/image/ab67616d0000b273989456e5ea5a94914e06d8ae,32,electronic
,Safe Place - Mixed,33,Delano Smith,Detroit Love Vol. 2 (DJ Mix),https://i.scdn.co/image/ab67616d0000b273274c4826692dca0fac031aea,25,electronic
,It's Not The Worst (Lali Puna Remix),33,Two Lone Swordsmen,Further Reminders,https://i.scdn.co/image/ab67616d0000b273103f76ee2a3e273eeb15b17b,29,electronic
,Transient,33,Mr. G,50/50 EP,https://i.scdn.co/image/ab67616d0000b273494fc447e54080672d8468c9,29,electronic
,Lightyears,33,Juan Atkins,Juan Atkins & Moritz von Oswald Present Borderland: Transport,https://i.scdn.co/image/ab67616d0000b2732d7a3b44bf9103a2e31d1720,26,electronic
,Amphetamine - Original 94 Version,33,Thomas P. Heckmann,Drax Ltd. II - Amphetamine (The Complete Remixes and Versions 1994-2012),https://i.scdn.co/image/ab67616d0000b27309949e2590da778b71575bdb,27,electronic
,Moonlight Rendezvous,33,The Other People Place,Lifestyles Of The Laptop Café,https://i.scdn.co/image/ab67616d0000b27363403d4f1bfbfc1dbe973a11,27,electronic
,What You Gonna Ask For - Theo's Mix,33,Theo Parrish,What You Gonna Ask For,https://i.scdn.co/image/ab67616d0000b27312d4cbd5853cbb7568e5dc07,35,electronic
,Higher State of Consciousness - Dex & Jonesey's Higher Stated Mix,33,Josh Wink,Higher State of Conciousness (The European Remixes),https://i.scdn.co/image/ab67616d0000b273c920f56d77b3fafdcacbd807,32,electronic
,Wait A Minute - Vocal Mix,33,Radio Slave,Wait A Minute,https://i.scdn.co/image/ab67616d0000b273462666758720702d0832d7dc,35,electronic
,Lifetimes,33,Slam,Alien Radio,https://i.scdn.co/image/ab67616d0000b2738a6eb4df9f66f5e5b4a475ec,33,electronic
,Hoodoo Blues,32,Lightnin' Slim,Lightning Slim presents Rooster Blues,https://i.scdn.co/image/ab67616d0000b273080fc02e76587bc3df4d6e13,28,blues
,Anna Lou Blues,32,Tampa Red,Presenting Tampa Red,https://i.scdn.co/image/ab67616d0000b273d028dd1c1181e6b57c1cb75c,27,blues
,Walk On,32,Sonny Terry and Brownie McGhee,An Introduction To Sonny Terry & Brownie McGhee,https://i.scdn.co/image/ab67616d0000b2735b7a346475373e01850aece9,27,blues
,Sugar Babe,32,Mance Lipscomb,Presenting Mance Lipscomb,https://i.scdn.co/image/ab67616d0000b2736d6d35d27fdd86ed09d58cef,27,blues
,Papa's on the House Top,32,Leroy Carr,The Essential Leroy Carr,https://i.scdn.co/image/ab67616d0000b2736583349beabc903f71275a1d,23,blues
,Mount up on the Wings of the King,32,Kenny Neal,Straight from the Heart,https://i.scdn.co/image/ab67616d0000b2734a845d7b0a729dcc860553fb,30,blues
,Steppin' Out,32,Memphis Slim,At The Gate Of Horn,https://i.scdn.co/image/ab67616d0000b27353b5c6d00f195a03debf55c2,30,blues
,Move On Down The Road,32,Billy Boy Arnold,Back Where I Belong,https://i.scdn.co/image/ab67616d0000b2738599d697d024b210b96a219f,28,blues
,Every Time I Get To Drinking,32,Sunnyland Slim,Slim's Shout,https://i.scdn.co/image/ab67616d0000b27373bd7f57033831885283b640,30,blues
,Bad Luck Blues (Alternative Take),32,Lightnin' Slim,Lightning Slim presents Rooster Blues,https://i.scdn.co/image/ab67616d0000b273080fc02e76587bc3df4d6e13,28,blues
,It Hurts Me Too,32,Tampa Red,Presenting Tampa Red,https://i.scdn.co/image/ab67616d0000b273d028dd1c1181e6b57c1cb75c,27,blues
,Rolling With The Punches,32,Johnny Copeland,Catch Up With The Blues,https://i.scdn.co/image/ab67616d0000b2736a66aa2305f270bba11a6271,32,blues
,Samson And Delilah,32,Rev. Gary Davis,Harlem Street Singer,https://i.scdn.co/image/ab67616d0000b273e4149df510840d5fdaa7565d,29,blues
,I Believe I Got Off Cheap,32,Chris Cain,Raisin' Cain,https://i.scdn.co/image/ab67616d0000b2730ef106bddb27d261e9db1946,28,blues
,Ooh La La,32,Champion Jack Dupree,"La cave saravah, vol.1",https://i.scdn.co/image/ab67616d0000b273fd20e070dfbb52d94d2a8f3f,38,blues
,Everytime I Get to Drinking,32,Sunnyland Slim,"I Didn't Give a Damn If Whites Bought It, Vol. 4",https://i.scdn.co/image/ab67616d0000b2732dca071982b24bfaf9d7523f,30,blues
,Downtown Blues,32,Frank Stokes,Presenting Frank Stokes,https://i.scdn.co/image/ab67616d0000b27363e1232d18118bc827fb4fdd,18,blues
,"Boogie In ""G""",32,Camille Howard,"Rock Me Daddy, Vol. 1",https://i.scdn.co/image/ab67616d0000b27353c6b51e1d7564198331e28d,28,blues
,Don't Mess With My Man,32,Irma Thomas,New Orleans Ladies: Rhythm And Blues From The Vaults Of Ric And Ron,https://i.scdn.co/image/ab67616d0000b273d339485ff99412b8b8e49dd6,49,blues
,I Hear You Knocking - Remastered 2002,32,Fats Domino,The Big Beat Of Dave Bartholomew: 20 Milestone Dave Bartholomew Productions 1949-1960,https://i.scdn.co/image/ab67616d0000b273eca1764ba9d448c91c866238,55,blues
,Reconsider Baby,32,Freddie King,Texas Cannonball,https://i.scdn.co/image/ab67616d0000b2733463cadb87f9bfcc2e9153e0,51,blues
,I'm on My Way,32,Christine McVie,The Legendary Christine Perfect Album,https://i.scdn.co/image/ab67616d0000b273fc099508cf156764fbcbb839,39,blues
,A Few Good Years,32,Buddy Guy,The Blues Is Alive And Well,https://i.scdn.co/image/ab67616d0000b273a3a4dd2028b37ad02c53fc09,53,blues
,Ball of Fire,32,Robin Trower,No More Worlds to Conquer,https://i.scdn.co/image/ab67616d0000b27361db8b2d91da64a2f0a6bf36,44,blues
,Love At First Sight,32,Luke Winslow-King,Love At First Sight,https://i.scdn.co/image/ab67616d0000b2735c4522a613c3d971a6b24712,35,blues
,Shake Your Money Maker,32,Elmore James,Shake Your Money Maker: The Best Of The Fire Sessions,https://i.scdn.co/image/ab67616d0000b2739edadae1fa36bbcfe53430fb,44,blues
,Checkin' Up On My Baby,32,Taj Mahal,Taj Mahal,https://i.scdn.co/image/ab67616d0000b273cc837c65adffa13659a3bafe,54,blues
,Jelly Bread,32,Booker T. & the M.G.'s,Green Onions,https://i.scdn.co/image/ab67616d0000b2737f962f9d713f566920ef7109,55,blues
,Mannish Boy,32,Jimi Hendrix,Blues,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,70,blues
,Sweet Home Chicago,32,Freddie King,Buddy Guy/ Freddie King/ Sonny Boy Williamson,https://i.scdn.co/image/ab67616d0000b273365cac16a8d683a4173ddf42,51,blues
