song,song_popularity,artist,album,album_cover,artist_popularity,genre
Confessin' The Blues,18,Chuck Berry,Rockin' At The Hops,https://i.scdn.co/image/ab67616d0000b2733bdd8edcfec19746832be3e4,64,blues
"(He Said Yeah) Baby, You´re the One",18,"Nita, Rita & Ruby",Hot Boppin Girls Vol. 1,https://i.scdn.co/image/ab67616d0000b273130d201725f41c43def135e9,4,blues
Don't Drive Me Baby,18,Lowell Fulson,The Complete Chess Masters,https://i.scdn.co/image/ab67616d0000b273cbabe513e30d2b73714622fe,37,blues
Timber (Jerry the Mule),17,Josh White,The Elektra Years,https://i.scdn.co/image/ab67616d0000b273161f141314a3b5bd42f82ccb,22,blues
Devil Sent the Rain Blues,17,Charley Patton,Presenting Charley Patton,https://i.scdn.co/image/ab67616d0000b2736a6faafc77ca12c288bb2c31,27,blues
Crazy Blues (Alternate Take),17,Mamie Smith,Presenting Mamie Smith,https://i.scdn.co/image/ab67616d0000b273fbe70dff3d25d32d185939d8,24,blues
Love Like I Wanna,17,Buster Benton,Spider in My Stew,https://i.scdn.co/image/ab67616d0000b27354698a4590e5419f2b4900a7,32,blues
Let Me Love You Baby,17,Savoy Brown Blues Band,Shake Down,https://i.scdn.co/image/ab67616d0000b2730be131e258d894beafc8f460,18,blues
Evil Mama Blues,16,Ada Brown,Territory Singers Vol. 1 (1922-1928),https://i.scdn.co/image/ab67616d0000b27377ead1a098e8544c78a30c3e,4,blues
Healing Time,16,Gina Sicilia,Unchange,https://i.scdn.co/image/ab67616d0000b2733bcd8ab90697ea0d6bb28942,29,blues
Chicago Calling,16,The Art Wood Combo,Steady Gettin' It: The Complete Recordings 1964-67,https://i.scdn.co/image/ab67616d0000b2739dbb5d7d7b10a57b9ca092a5,6,blues
Goin' to Chicago,16,"Clarence ""Gatemouth"" Brown",The Blues Ain't Nothin' (Recorded in France 1971-1973),https://i.scdn.co/image/ab67616d0000b2734b6ec79abc3d0322609b33a7,33,blues
When Girls Do It,16,Bobby 'Guitar' Bennett,When Girls Do It,https://i.scdn.co/image/ab67616d0000b27372e1504faf365fc80e5cba2d,6,blues
The Hangman's Knee - 2004 Remaster,16,Jeff Beck,Beck-Ola,https://i.scdn.co/image/ab67616d0000b2731fabb76803d80f58cb0f1e5d,57,blues
Feelin' Good,16,Junior Parker,Little Junior Parker: Mr. Blues,https://i.scdn.co/image/ab67616d0000b273c01cc252e0aa18fd2ef83ce5,29,blues
Movin' Out,16,John Brim,Chicago Blues Session Volume 12,https://i.scdn.co/image/ab67616d0000b2738e004a4fe1ca7672e758dc87,24,blues
Don't Stay Out All Night,16,Billy Boy Arnold,Chicago Blues From Islington Mews 1977,https://i.scdn.co/image/ab67616d0000b273118b8e0acabe6b844eaae360,28,blues
Stackolee,15,Jesse Fuller,Move On Down The Line,https://i.scdn.co/image/ab67616d0000b273afcdcd07ff275b47a6beeb2d,14,blues
Don’t Want Nobody Else,15,John Lee Hooker,On The Waterfront,https://i.scdn.co/image/ab67616d0000b273593cecc841b2a743768327ac,57,blues
Drifting Cloud,15,Drifting Charles,When Girls Do It,https://i.scdn.co/image/ab67616d0000b27372e1504faf365fc80e5cba2d,3,blues
Why Don't You Write Back to Me,15,The Muleskinners,Knockout R&B,https://i.scdn.co/image/ab67616d0000b273b377711cc5147c4df54dc7a1,4,blues
She's so Fine,15,Bobby 'Guitar' Bennett,"Bobby ""Guitar"" Bennett & Pancho Villa",https://i.scdn.co/image/ab67616d0000b27351adf69e96d516507131be60,6,blues
Sloppy Drunk Blues,14,Sonny Boy Williamson I,Bluebird Blues - When The Sun Goes Down Series,https://i.scdn.co/image/ab67616d0000b273bda9d49336f7faf9cff9c16b,27,blues
The Purple Puppy,14,Lightnin' Hopkins,Talkin' Some Sense,https://i.scdn.co/image/ab67616d0000b2734f2979c90f1cfad1abe87482,44,blues
I'm Checkin' Up,14,Tender Slim,When Girls Do It,https://i.scdn.co/image/ab67616d0000b27372e1504faf365fc80e5cba2d,3,blues
It's My Own Fault,14,Otis Rush,Ain't Enough Comin' In,https://i.scdn.co/image/ab67616d0000b273d462c20c1def5abdef7bd265,41,blues
Holy River,13,Effie Zilch,"Trinity, Vol.2",https://i.scdn.co/image/ab67616d0000b273706ea69e084ffe5edcb65896,12,blues
I'm Worried,13,Fleetwood Mac,"Blues Jam in Chicago, Vol. 1",https://i.scdn.co/image/ab67616d0000b2731dc9cd3d1dba443f96d32592,78,blues
Back Door Blues,12,Kokomo Arnold,Presenting Kokomo Arnold,https://i.scdn.co/image/ab67616d0000b273542a14e2ca6dafc17b19abca,21,blues
Life Is Beautiful,12,Keb' Mo',Just Like You/Suitcase,https://i.scdn.co/image/ab67616d0000b273dbeb9d58a4acb8b13fc533ef,52,blues
Someday Baby,12,Otis Spann,The Biggest Thing Since Colossus,https://i.scdn.co/image/ab67616d0000b27321816d558bbe0d9c1906ae3e,33,blues
My Baby,11,James Cotton,Straighten Up Baby / My Baby,https://i.scdn.co/image/ab67616d0000b2737d8137ae6aa2456c6792cdd7,33,blues
Blue Blue Water,11,Bob Corritore,Bob Corritore & Friends: You Shocked Me,https://i.scdn.co/image/ab67616d0000b27379ba7317c3128d62c5563e35,28,blues
Down Town,11,Alexis Korner's Blues Incorporated,R&B from the Marquee / At the Cavern (Remastered),https://i.scdn.co/image/ab67616d0000b2737200104f49c107c6c6b87398,23,blues
The Letter,11,Chicken Shack,40 Blue Fingers Freshly Packed & Ready to Serve,https://i.scdn.co/image/ab67616d0000b2737520de7b2fe1a193e1bfbe7f,36,blues
Good Morning School Girl - 2002 Remastered,10,Sonny Boy Williamson I,Bluebird Blues - When The Sun Goes Down Series,https://i.scdn.co/image/ab67616d0000b273bda9d49336f7faf9cff9c16b,27,blues
Louisiana Woman,9,Bryan Lee,Crawfish Lady,https://i.scdn.co/image/ab67616d0000b273ffb8ec29f6410d6fcf76a6ff,12,blues
Lonesome Whistle Blues,9,Chicken Shack,40 Blue Fingers Freshly Packed & Ready to Serve,https://i.scdn.co/image/ab67616d0000b2737520de7b2fe1a193e1bfbe7f,36,blues
It's Ok with Me Baby (Bonus Track),9,Chicken Shack,40 Blue Fingers Freshly Packed & Ready to Serve,https://i.scdn.co/image/ab67616d0000b2737520de7b2fe1a193e1bfbe7f,36,blues
Wagon Wheel,4,Otis Spann,Cracked Spanner Head,https://i.scdn.co/image/ab67616d0000b2733ab42581ceba23e8d21d4c8c,33,blues
Movin' to Kansas City,3,Brownie McGee,Circle Blues Session 1946,https://i.scdn.co/image/ab67616d0000b2733a2a01f341a339a4bc8d5c65,4,blues
Crack Your Head,3,Otis Spann,Cracked Spanner Head,https://i.scdn.co/image/ab67616d0000b2733ab42581ceba23e8d21d4c8c,33,blues
I Was A Fool,1,Elmore James And The Broom Dusters,Standing At The Crossroads,https://i.scdn.co/image/ab67616d0000b273435f8fbf699dd7fe683f8eca,1,blues
Penitentiary Blues,1,Sam Hopkins,Blues and Gospel No. 2: Sam Hopkins (Mono Version),https://i.scdn.co/image/ab67616d0000b27382b0397024d5b4d8fe8b0b0d,11,blues
Hawaiian Boogie,1,Elmore James And The Broom Dusters,Standing At The Crossroads,https://i.scdn.co/image/ab67616d0000b273435f8fbf699dd7fe683f8eca,1,blues
Shake 'Em On Down,1,R.L. Burnside,Too Bad Jim,https://i.scdn.co/image/ab67616d0000b273c1d3974996292a076ebe3a19,44,blues
Youth to You - ES6601901820,0,Willie Dixon & Memphis Slim,Baby Please Come Home (Remastered),https://i.scdn.co/image/ab67616d0000b273db7a350a934c89af32d8e9b0,0,blues
At Last,74,Etta James,At Last!,https://i.scdn.co/image/ab67616d0000b273b2229a8fdf377abaf3652624,65,jazz
Time Moves Slow,71,BADBADNOTGOOD,IV,https://i.scdn.co/image/ab67616d0000b27340080ed5a2ec3c92bf445247,64,jazz
L-O-V-E,70,Nat King Cole,L-O-V-E,https://i.scdn.co/image/ab67616d0000b2738daeb3002870ebba8e8d1387,65,jazz
Strangers In The Night,69,Frank Sinatra,Strangers In The Night (Expanded Edition),https://i.scdn.co/image/ab67616d0000b27350bb7ca1fe7e98df87ce41d9,74,jazz
The Girl From Ipanema,68,Stan Getz,The Girl From Ipanema - The Bossa Nova Years,https://i.scdn.co/image/ab67616d0000b273c21e95926400939bba3c8730,62,jazz
What A Wonderful World,68,Louis Armstrong,What A Wonderful World,https://i.scdn.co/image/ab67616d0000b273845a5660b804e5f3e821fbed,68,jazz
My Baby Just Cares for Me - 2013 Remastered Version,67,Nina Simone,Little Girl Blue (2013 Remastered Version),https://i.scdn.co/image/ab67616d0000b273d7cd1d8168aaca9041daad61,67,jazz
Take Five,66,The Dave Brubeck Quartet,Time Out,https://i.scdn.co/image/ab67616d0000b27300ace5d3c5bffc123ef1eb51,53,jazz
Solitude,66,Billie Holiday,Solitude,https://i.scdn.co/image/ab67616d0000b27334708df3636189370a12e6c1,63,jazz
Cheek To Cheek,66,Ella Fitzgerald,The Complete Ella And Louis On Verve,https://i.scdn.co/image/ab67616d0000b273a0b669c5273f36ffefcf1ebc,66,jazz
Dream A Little Dream Of Me - Single Version,66,Ella Fitzgerald,"Love, Ella",https://i.scdn.co/image/ab67616d0000b27388ab39d88260598e95ebf5f4,66,jazz
Unforgettable,65,Nat King Cole,Unforgettable,https://i.scdn.co/image/ab67616d0000b273fdd261528e3590ac36bb85f0,65,jazz
In A Sentimental Mood,64,Duke Ellington,Duke Ellington & John Coltrane,https://i.scdn.co/image/ab67616d0000b2732def9ef3f6a82c8d6fd8c143,56,jazz
I Fall In Love Too Easily,64,Chet Baker,Chet Baker Sings,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,62,jazz
Summertime,64,Louis Armstrong,Porgy And Bess,https://i.scdn.co/image/ab67616d0000b27311aafea0ad62648d4669626f,68,jazz
I'll Be Seeing You,63,Billie Holiday,Billie Holiday,https://i.scdn.co/image/ab67616d0000b273f8743d2c7812763f7f66e83b,63,jazz
Blue Moon,63,Billie Holiday,Solitude,https://i.scdn.co/image/ab67616d0000b27334708df3636189370a12e6c1,63,jazz
Dream A Little Dream Of Me,63,Louis Armstrong,What A Wonderful World,https://i.scdn.co/image/ab67616d0000b273601c5174eb7d0073bb79764f,68,jazz
Água de Beber,63,Astrud Gilberto,The Astrud Gilberto Album,https://i.scdn.co/image/ab67616d0000b273b48a079c5273b6141af2dc35,60,jazz
Blue in Green (feat. John Coltrane & Bill Evans),62,Miles Davis,Kind Of Blue (Legacy Edition),https://i.scdn.co/image/ab67616d0000b2730ebc17239b6b18ba88cfb8ca,61,jazz
I Wish You Love,62,Nancy Wilson,Something Wonderful,https://i.scdn.co/image/ab67616d0000b2738da05647279cefe9fb1787f9,54,jazz
My Funny Valentine,62,Chet Baker,Chet Baker Sings,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,62,jazz
Stormy Weather,62,Etta James,At Last!,https://i.scdn.co/image/ab67616d0000b273b2229a8fdf377abaf3652624,65,jazz
What A Diff'rence A Day Made,62,Dinah Washington,What A Diff'rence A Day Makes! (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273a78eaacc0d1eca994d3ffd38,57,jazz
My One And Only Love,61,John Coltrane,John Coltrane And Johnny Hartman,https://i.scdn.co/image/ab67616d0000b273b933190768f4cdfa4f487aaa,63,jazz
Fly Me To The Moon,61,Astrud Gilberto,The Shadow Of Your Smile,https://i.scdn.co/image/ab67616d0000b2730a2d5daaa98e0395fdf36c78,60,jazz
A Kiss To Build A Dream On - Single Version,61,Louis Armstrong,Satchmo Serenades,https://i.scdn.co/image/ab67616d0000b273cd1ea8639de6d3f827fba218,68,jazz
That's Amore,61,Dean Martin,"Dean Martin: The Capitol Recordings, Vol. 4 (1952-1954)",https://i.scdn.co/image/ab67616d0000b273df4dfaff5c996b7998d6c34e,65,jazz
"Theme From New York, New York - 2008 Remastered",61,Frank Sinatra,Nothing But The Best (Remastered),https://i.scdn.co/image/ab67616d0000b273b81d66d1416afa139d12767b,74,jazz
Misty,60,Sarah Vaughan,Sarah Vaughan's Golden Hits,https://i.scdn.co/image/ab67616d0000b273348da4a4820fa40f0f811cb2,55,jazz
"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",60,Miles Davis,Kind Of Blue (Legacy Edition),https://i.scdn.co/image/ab67616d0000b2730ebc17239b6b18ba88cfb8ca,61,jazz
Fly Me To The Moon,60,Frank Sinatra,Ultimate Sinatra,https://i.scdn.co/image/ab67616d0000b273b19cb81319fbfd9ed54baeae,74,jazz
Corcovado (Quiet Nights Of Quiet Stars),60,Stan Getz,The Girl From Ipanema - The Bossa Nova Years,https://i.scdn.co/image/ab67616d0000b273c21e95926400939bba3c8730,62,jazz
All of Me,60,Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),https://i.scdn.co/image/ab67616d0000b273452bd32b5454a87f36ad8e8c,63,jazz
They Can't Take That Away From Me,60,Ella Fitzgerald,The Complete Ella And Louis On Verve,https://i.scdn.co/image/ab67616d0000b273a0b669c5273f36ffefcf1ebc,66,jazz
The Way You Look Tonight,60,Tony Bennett,"Rarities, Outtakes & Other Delights, Vol. 2",https://i.scdn.co/image/ab67616d0000b27331d261a19f6d40775ae820b5,61,jazz
Cantaloupe Island - Remastered,59,Herbie Hancock,Empyrean Isles (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273e9eb91ae8241234cb7aaaa4c,56,jazz
Time After Time - Vocal Version,59,Chet Baker,Chet Baker Sings,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,62,jazz
La vie en rose - Single Version,59,Louis Armstrong,Highlights From His Decca Years,https://i.scdn.co/image/ab67616d0000b273fd214da50f689bef70da3d14,68,jazz
It's Only A Paper Moon,59,Ella Fitzgerald,The War Years (1941-1947),https://i.scdn.co/image/ab67616d0000b2733adac615befb089219668524,66,jazz
I'm In The Mood For Love,59,Julie London,Julie Is Her Name,https://i.scdn.co/image/ab67616d0000b273320b023f0b74149959eb8069,56,jazz
It's Always You - Vocal Version,59,Chet Baker,Chet Baker Sings,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,62,jazz
My Foolish Heart,58,Bill Evans Trio,Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster),https://i.scdn.co/image/ab67616d0000b273aa2fcbd15b6724b4719469af,53,jazz
I Got It Bad And That Ain't Good,58,Oscar Peterson Trio,Night Train (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273947b5cc535d76394a2d98e37,56,jazz
My Little Brown Book,58,Duke Ellington,Duke Ellington & John Coltrane,https://i.scdn.co/image/ab67616d0000b2732def9ef3f6a82c8d6fd8c143,56,jazz
April In Paris,58,Billie Holiday,All Or Nothing At All,https://i.scdn.co/image/ab67616d0000b2738ce5e77f95cca9b114e4bedb,63,jazz
A Nightingale Sang In Berkeley Square,58,Stan Getz,Recorded Fall '61,https://i.scdn.co/image/ab67616d0000b27365bf8331d9eb4ce5aebe4ab4,62,jazz
Autumn In New York,58,Ella Fitzgerald,Ella And Louis Again,https://i.scdn.co/image/ab67616d0000b273f3ef24160fe698be09d35830,66,jazz
I Get Along Without You Very Well (Except Sometimes) - Vocal Version,58,Chet Baker,Chet Baker Sings,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,62,jazz
I'm Glad There Is You,58,Julie London,Julie Is Her Name,https://i.scdn.co/image/ab67616d0000b273320b023f0b74149959eb8069,56,jazz
Cry Me A River,58,Julie London,Julie Is Her Name,https://i.scdn.co/image/ab67616d0000b273320b023f0b74149959eb8069,56,jazz
When Sunny Gets Blue,57,McCoy Tyner,Today And Tomorrow,https://i.scdn.co/image/ab67616d0000b273e2ad553a9862224408dedf0b,45,jazz
There Will Never Be Another You,57,Lester Young,The President Plays With The Oscar Peterson Trio,https://i.scdn.co/image/ab67616d0000b273560ea575b1d7f32eda29b0c9,49,jazz
Almost Like Being In Love,57,Red Garland,Red Garland's Piano,https://i.scdn.co/image/ab67616d0000b273d5a48cdd592802237de74810,51,jazz
Skating In Central Park,57,Bill Evans,Undercurrent,https://i.scdn.co/image/ab67616d0000b2731a05b72d0e1fc7a4e30d047d,60,jazz
Teach Me Tonight,57,Dinah Washington,"The Complete Dinah Washington On Mercury, Vol.4 (1954-1956)",https://i.scdn.co/image/ab67616d0000b2732a9bdb7fe25cb06bb3c47695,57,jazz
More - Remastered 2004,57,Bobby Darin,The Legendary Bobby Darin,https://i.scdn.co/image/ab67616d0000b273a8707ee4b297c7d70df41b59,60,jazz
These Are The Days,57,Jamie Cullum,Twentysomething,https://i.scdn.co/image/ab67616d0000b2736108cbae948623a53e060833,57,jazz
September In The Rain,57,Dinah Washington,September In The Rain,https://i.scdn.co/image/ab67616d0000b27333a5cd1e1963752951c585d9,57,jazz
Say It (Over And Over Again),56,John Coltrane Quartet,Ballads (Deluxe Edition - Rudy Van Gelder Remaster),https://i.scdn.co/image/ab67616d0000b273a3d4884d3433efed2c4a0563,47,jazz
I Remember Clifford,56,Benny Golson,Benny Golson And The Philadelphians,https://i.scdn.co/image/ab67616d0000b273d58597b396082af0cc3d02b6,44,jazz
Blue And Sentimental,56,Oscar Peterson,Plays Count Basie,https://i.scdn.co/image/ab67616d0000b273edf67a79854470e70a6b6cf8,54,jazz
I Could Write A Book,56,Anita O'Day,Swings Rodgers And Hart,https://i.scdn.co/image/ab67616d0000b273ed55097ceb1da49f965293b8,49,jazz
But Not For Me - Vocal Version,56,Chet Baker,Chet Baker Sings,https://i.scdn.co/image/ab67616d0000b273bcaf6f097b310e20504f2de0,62,jazz
Giant Steps - 2020 Remaster,56,John Coltrane,Giant Steps (60th Anniversary Super Deluxe Edition) [2020 Remaster],https://i.scdn.co/image/ab67616d0000b27342e6599f5eb197ed6420954a,63,jazz
Strange Fruit,56,Billie Holiday,Billie Holiday,https://i.scdn.co/image/ab67616d0000b273f8743d2c7812763f7f66e83b,63,jazz
(I Love You) For Sentimental Reasons,56,Nat King Cole,The Nat King Cole Story,https://i.scdn.co/image/ab67616d0000b273deac5adf07affb5fec422701,65,jazz
It Never Entered My Mind,55,Miles Davis Quintet,Workin',https://i.scdn.co/image/ab67616d0000b273e2e871611c36d490252a2e9f,48,jazz
Alfie,55,Rahsaan Roland Kirk,Rip Rig And Panic / Now Please Don't You Cry Beautiful Edith,https://i.scdn.co/image/ab67616d0000b27397db899d958b746bd12464a3,41,jazz
Si tu vois ma mère - Slow,55,Sidney Bechet,Les Années Bechet,https://i.scdn.co/image/ab67616d0000b273cb6edc84074689288df09000,47,jazz
Quiet Nights Of Quiet Stars (Corcovado),55,Oscar Peterson Trio,Work From Home with Oscar Peterson,https://i.scdn.co/image/ab67616d0000b273419a9c9ea2e0b14f1a6dd0d4,56,jazz
I Know Why (And So Do You),55,Red Garland,Red Garland's Piano,https://i.scdn.co/image/ab67616d0000b273d5a48cdd592802237de74810,51,jazz
Gary's Theme - Remastered,55,Bill Evans,You Must Believe In Spring (Remastered Version),https://i.scdn.co/image/ab67616d0000b27361fce905c16306cab399212b,60,jazz
Watermelon Man,55,Herbie Hancock,Head Hunters,https://i.scdn.co/image/ab67616d0000b2736b75d57d2d070c0c4afb3f9a,56,jazz
You Are Too Beautiful,55,John Coltrane,John Coltrane And Johnny Hartman,https://i.scdn.co/image/ab67616d0000b273b933190768f4cdfa4f487aaa,63,jazz
I've Got A Crush On You,55,Ella Fitzgerald,Ella Sings Gershwin,https://i.scdn.co/image/ab67616d0000b273f3207aaf4dc5cad05fd14583,66,jazz
Love Me Or Leave Me,55,Nina Simone,Let It All Out,https://i.scdn.co/image/ab67616d0000b273c8ef777dbf6677f99f96210d,67,jazz
Coffee Cold,55,Galt MacDermot,Shapes of Rhythm/Woman Is Sweeter,https://i.scdn.co/image/ab67616d0000b273b7dbeff91b0f87b7a3032365,46,jazz
Mack the Knife,55,Louis Armstrong,The Great American Songbook,https://i.scdn.co/image/ab67616d0000b273ea98b57fdcecd7e3c115c8a8,68,jazz
As Time Goes By,55,Billie Holiday,The Complete Commodore Recordings,https://i.scdn.co/image/ab67616d0000b27323964d4e64db6190d186907a,63,jazz
All The Things You Are,55,Ella Fitzgerald,Ella Fitzgerald Sings The Jerome Kern Songbook,https://i.scdn.co/image/ab67616d0000b273778e8a3012f1af43ef91df4e,66,jazz
It's A Lovely Day Today,55,Ella Fitzgerald,Ella Fitzgerald Sings The Irving Berlin Song Book,https://i.scdn.co/image/ab67616d0000b2736f5f75a5a7c51beb076ff3d4,66,jazz
Cheek To Cheek,55,Tony Bennett,Cheek To Cheek (Deluxe),https://i.scdn.co/image/ab67616d0000b2734883efb117dd51c4f3f88e93,61,jazz
You Go To My Head,55,Billie Holiday,Solitude,https://i.scdn.co/image/ab67616d0000b27334708df3636189370a12e6c1,63,jazz
But Beautiful,55,Stan Getz,Stan Getz & Bill Evans,https://i.scdn.co/image/ab67616d0000b273382362ef6644636e06f712f7,62,jazz
Summertime,54,Charlie Parker,April In Paris: The Genius Of Charlie Parker #2,https://i.scdn.co/image/ab67616d0000b27314e289fe668cffe13b4d11f1,49,jazz
Goodbye Pork Pie Hat,54,Charles Mingus,Mingus Ah Um,https://i.scdn.co/image/ab67616d0000b273aa397a43547cd41e228a3063,47,jazz
A Day In The Life,54,Wes Montgomery,A Day In The Life,https://i.scdn.co/image/ab67616d0000b2736c690daf9854f3b9267c9aeb,49,jazz
That's All,54,Ben Webster,King Of The Tenors,https://i.scdn.co/image/ab67616d0000b27307d379f4544e5d2747b6e9b7,51,jazz
Midnight Blue - Remastered,54,Kenny Burrell,Midnight Blue (The Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b273337b64d3c252d562a33e4d35,46,jazz
Autumn Nocturne,54,Lou Donaldson,Blues Walk,https://i.scdn.co/image/ab67616d0000b273d94380c918abb94d55758650,45,jazz
Fools Rush In,54,Teddy Wilson,The Noble Art Of Teddy Wilson,https://i.scdn.co/image/ab67616d0000b273f1d9602c488c8a071d6e4d35,47,jazz
This Is Always,54,Betty Carter,Inside Betty Carter,https://i.scdn.co/image/ab67616d0000b2730eefe99b4131dc3d51d04bfe,45,jazz
